Iteration,Loss
0,-0.24634875357151031
1,-0.25184881687164307
2,-0.25976499915122986
3,-0.2615748941898346
4,-0.26265397667884827
5,-0.26370856165885925
6,-0.2643105387687683
7,-0.26478415727615356
8,-0.2648034989833832
9,-0.2650114595890045
10,-0.2654758393764496
11,-0.26533833146095276
12,-0.2654072642326355
13,-0.26570695638656616
14,-0.2657034397125244
15,-0.2658225893974304
16,-0.26592588424682617
17,-0.26608097553253174
18,-0.2661259174346924
19,-0.26629307866096497
20,-0.266257107257843
21,-0.26647359132766724
22,-0.26641571521759033
23,-0.26707786321640015
24,-0.26726648211479187
25,-0.2671157121658325
26,-0.26714468002319336
27,-0.2671903371810913
28,-0.2675463855266571
29,-0.2673317492008209
30,-0.26799553632736206
31,-0.26547783613204956
32,-0.2672770321369171
33,-0.2673957645893097
34,-0.26697391271591187
35,-0.26708149909973145
36,-0.266422837972641
37,-0.26749783754348755
38,-0.26627591252326965
39,-0.26756229996681213
40,-0.26670998334884644
41,-0.26682040095329285
42,-0.2672632038593292
43,-0.26696211099624634
44,-0.267289400100708
45,-0.2674420177936554
46,-0.2678552269935608
47,-0.26872920989990234
48,-0.268866628408432
49,-0.2695319652557373
50,-0.26958945393562317
51,-0.26948070526123047
52,-0.2689138948917389
53,-0.26970309019088745
54,-0.2698151767253876
55,-0.27003511786460876
56,-0.2701706886291504
57,-0.27006447315216064
58,-0.2705777585506439
59,-0.27006909251213074
60,-0.27099213004112244
61,-0.2703203856945038
62,-0.27116623520851135
63,-0.2707104980945587
64,-0.2712053954601288
65,-0.27103710174560547
66,-0.2710851728916168
67,-0.2707129418849945
68,-0.2719006836414337
69,-0.27158108353614807
70,-0.2715508043766022
71,-0.27090367674827576
72,-0.27139416337013245
73,-0.2716299593448639
74,-0.27152854204177856
75,-0.27204182744026184
76,-0.26943129301071167
77,-0.27062496542930603
78,-0.27088260650634766
79,-0.2709255814552307
80,-0.2710791230201721
81,-0.27189797163009644
82,-0.27290672063827515
83,-0.2729550302028656
84,-0.2732880413532257
85,-0.2733575701713562
86,-0.2735767066478729
87,-0.27408871054649353
88,-0.2744584083557129
89,-0.27482709288597107
90,-0.2752906084060669
91,-0.2756783962249756
92,-0.27558425068855286
93,-0.27655550837516785
94,-0.2758047580718994
95,-0.27705061435699463
96,-0.2760315239429474
97,-0.27712103724479675
98,-0.2764422595500946
99,-0.2770625650882721
