Iteration,Loss
0,-0.29454898834228516
1,-0.2994251847267151
2,-0.30926311016082764
3,-0.31242892146110535
4,-0.3136994540691376
5,-0.3197636902332306
6,-0.3242858648300171
7,-0.32427969574928284
8,-0.32264265418052673
9,-0.32125183939933777
10,-0.32247909903526306
11,-0.32183021306991577
12,-0.3205361068248749
13,-0.3183377981185913
14,-0.31862980127334595
15,-0.3184013366699219
16,-0.31887516379356384
17,-0.31897953152656555
18,-0.3171577453613281
19,-0.31727713346481323
20,-0.31739798188209534
21,-0.3175188899040222
22,-0.31761977076530457
23,-0.3197537660598755
24,-0.31956663727760315
25,-0.31620457768440247
26,-0.3179978132247925
27,-0.3185555934906006
28,-0.3160468637943268
29,-0.31666049361228943
30,-0.31672173738479614
31,-0.31779900193214417
32,-0.31616440415382385
33,-0.3181503117084503
34,-0.3165525496006012
35,-0.3163760304450989
36,-0.31652510166168213
37,-0.31699463725090027
38,-0.319701611995697
39,-0.3160080909729004
40,-0.3170493245124817
41,-0.3171706795692444
42,-0.31731969118118286
43,-0.3163721561431885
44,-0.31997373700141907
45,-0.3194347023963928
46,-0.3161780536174774
47,-0.3186517059803009
48,-0.31584492325782776
49,-0.3167005777359009
50,-0.31647586822509766
51,-0.31772667169570923
52,-0.3162422776222229
53,-0.3163766860961914
54,-0.3167518079280853
55,-0.31672346591949463
56,-0.31671342253685
57,-0.31689223647117615
58,-0.3173316717147827
59,-0.31750717759132385
60,-0.31681540608406067
61,-0.31644612550735474
62,-0.3168033957481384
63,-0.317099392414093
64,-0.3171366751194
65,-0.3173981010913849
66,-0.31700530648231506
67,-0.31916335225105286
68,-0.31950461864471436
69,-0.3195939064025879
70,-0.3200323283672333
71,-0.32036906480789185
72,-0.32017067074775696
73,-0.3204079866409302
74,-0.3212800621986389
75,-0.32147279381752014
76,-0.32161739468574524
77,-0.32184314727783203
78,-0.3222258985042572
79,-0.3224397301673889
80,-0.3227830231189728
81,-0.3223050832748413
82,-0.3225553631782532
83,-0.323367714881897
84,-0.3220423758029938
85,-0.32237708568573
86,-0.3248232901096344
87,-0.32514846324920654
88,-0.32534655928611755
89,-0.32428112626075745
90,-0.3255763053894043
91,-0.32572320103645325
92,-0.3258915841579437
93,-0.3260207772254944
94,-0.3262128531932831
95,-0.32648971676826477
96,-0.32662495970726013
97,-0.3267470598220825
98,-0.3268040418624878
99,-0.3269396424293518
