Iteration,Loss
0,-0.1874951869249344
1,-0.1911635398864746
2,-0.1882839798927307
3,-0.1967611014842987
4,-0.19192831218242645
5,-0.20183174312114716
6,-0.201328307390213
7,-0.19511611759662628
8,-0.2049402892589569
9,-0.202134370803833
10,-0.20607618987560272
11,-0.2077028751373291
12,-0.19285432994365692
13,-0.19604673981666565
14,-0.1944960504770279
15,-0.19967670738697052
16,-0.2034737467765808
17,-0.20373059809207916
18,-0.2001762092113495
19,-0.19818970561027527
20,-0.20533713698387146
21,-0.19948610663414001
22,-0.2020181268453598
23,-0.20575228333473206
24,-0.20585645735263824
25,-0.20541518926620483
26,-0.20246130228042603
27,-0.20735448598861694
28,-0.20689672231674194
29,-0.2096291482448578
30,-0.2088300883769989
31,-0.2106236070394516
32,-0.2100500613451004
33,-0.21027927100658417
34,-0.20868827402591705
35,-0.21110354363918304
36,-0.21173179149627686
37,-0.21167181432247162
38,-0.20989468693733215
39,-0.21090823411941528
40,-0.2102925330400467
41,-0.21200893819332123
42,-0.21081723272800446
43,-0.21092352271080017
44,-0.2101079374551773
45,-0.21238330006599426
46,-0.21209385991096497
47,-0.20899854600429535
48,-0.21106433868408203
49,-0.2125990390777588
50,-0.21338076889514923
51,-0.21434900164604187
52,-0.21438813209533691
53,-0.21321815252304077
54,-0.21261325478553772
55,-0.21392804384231567
56,-0.2140602469444275
57,-0.2147902548313141
58,-0.2145659178495407
59,-0.2152843326330185
60,-0.215205579996109
61,-0.215894415974617
62,-0.21637357771396637
63,-0.2169303596019745
64,-0.21779565513134003
65,-0.2187480926513672
66,-0.21856260299682617
67,-0.21909566223621368
68,-0.20935285091400146
69,-0.2041555792093277
70,-0.21092939376831055
71,-0.21195121109485626
72,-0.2171439379453659
73,-0.2167360782623291
74,-0.21749411523342133
75,-0.2178918570280075
76,-0.2182447463274002
77,-0.21846537292003632
78,-0.21873882412910461
79,-0.21923020482063293
80,-0.21954956650733948
81,-0.21911396086215973
82,-0.21871018409729004
83,-0.21994006633758545
84,-0.2201690673828125
85,-0.22118891775608063
86,-0.2176806628704071
87,-0.21927687525749207
88,-0.2203897386789322
89,-0.22278359532356262
90,-0.22322925925254822
91,-0.22381098568439484
92,-0.22362636029720306
93,-0.22541660070419312
94,-0.2246052622795105
95,-0.20390437543392181
96,-0.20564429461956024
97,-0.2139158695936203
98,-0.2170809805393219
99,-0.221658393740654
