Iteration,Loss
0,-0.32414358854293823
1,-0.3246988356113434
2,-0.32481420040130615
3,-0.3253686726093292
4,-0.3258741497993469
5,-0.32630953192710876
6,-0.3266999125480652
7,-0.327088862657547
8,-0.32878872752189636
9,-0.3293524384498596
10,-0.32975447177886963
11,-0.330130934715271
12,-0.33050212264060974
13,-0.3308897912502289
14,-0.33131784200668335
15,-0.33174023032188416
16,-0.3321371376514435
17,-0.33247146010398865
18,-0.33281826972961426
19,-0.3331754207611084
20,-0.333461195230484
21,-0.3337984085083008
22,-0.3341432213783264
23,-0.33450719714164734
24,-0.3348778486251831
25,-0.3350200951099396
26,-0.33534520864486694
27,-0.3356935977935791
28,-0.33601778745651245
29,-0.3363224267959595
30,-0.3366033434867859
31,-0.33687135577201843
32,-0.33713725209236145
33,-0.33741137385368347
34,-0.33771443367004395
35,-0.3375051021575928
36,-0.3378068804740906
37,-0.338131308555603
38,-0.3384193778038025
39,-0.3386594355106354
40,-0.3388651907444
41,-0.33905062079429626
42,-0.3392229378223419
43,-0.339394748210907
44,-0.3395651578903198
45,-0.33974748849868774
46,-0.3399462103843689
47,-0.34017235040664673
48,-0.34043779969215393
49,-0.3407468795776367
50,-0.341044157743454
51,-0.3412746787071228
52,-0.34144502878189087
53,-0.34158769249916077
54,-0.3417113125324249
55,-0.34182682633399963
56,-0.3419366180896759
57,-0.3420460820198059
58,-0.3420145511627197
59,-0.3421217203140259
60,-0.34223416447639465
61,-0.3423573672771454
62,-0.3424893021583557
63,-0.3426417410373688
64,-0.34281080961227417
65,-0.34299421310424805
66,-0.34320172667503357
67,-0.3434290587902069
68,-0.343668133020401
69,-0.34388965368270874
70,-0.34406962990760803
71,-0.34421050548553467
72,-0.34432169795036316
73,-0.3444165587425232
74,-0.3445005416870117
75,-0.3445786237716675
76,-0.34465292096138
77,-0.34472429752349854
78,-0.3447938859462738
79,-0.3448646664619446
80,-0.3449397087097168
81,-0.34501609206199646
82,-0.34509968757629395
83,-0.34507548809051514
84,-0.3451612889766693
85,-0.34537237882614136
86,-0.34548959136009216
87,-0.34561970829963684
88,-0.3457626402378082
89,-0.3459077477455139
90,-0.34564390778541565
91,-0.34578222036361694
92,-0.3459264934062958
93,-0.3460666239261627
94,-0.3462086021900177
95,-0.3463391065597534
96,-0.34647372364997864
97,-0.34659209847450256
98,-0.3466920256614685
99,-0.34677714109420776
