Parameter,Value
start_x,0.16729104619642743
start_y,0.41529782709388846
depth,4
branch_length,0.0754212430457215
angle,0.2870394307358617
thickness,0.008330114353042978
stiffness,503.59651892296984
damping,0.0644080373114984
num_sub_branches,4
sub_branch_angle,1.0315501075528906
sub_branch_length_ratio,0.5650426270499419
actuation_start,0
ptype,1
