Iteration,Loss
0,-0.36864015460014343
1,-0.37239864468574524
2,-0.3757668137550354
3,-0.38095903396606445
4,-0.381510466337204
5,-0.3819677233695984
6,-0.3822558522224426
7,-0.37976402044296265
8,-0.3758538067340851
9,-0.38127243518829346
10,-0.3749781548976898
11,-0.37745991349220276
12,-0.3791963756084442
13,-0.37546321749687195
14,-0.3810425400733948
15,-0.37630805373191833
16,-0.37905997037887573
17,-0.3827202320098877
18,-0.3815035820007324
19,-0.37958407402038574
20,-0.3783676028251648
21,-0.3812115788459778
22,-0.3763388991355896
23,-0.3835141062736511
24,-0.3771347105503082
25,-0.3836158514022827
26,-0.38299351930618286
27,-0.3975115716457367
28,-0.41878703236579895
29,-0.42838114500045776
30,-0.4620489180088043
31,-0.4653928577899933
32,-0.46689409017562866
33,-0.4720643162727356
34,-0.4630855619907379
35,-0.4731937348842621
36,-0.4744759202003479
37,-0.47166407108306885
38,-0.47401314973831177
39,-0.4744592308998108
40,-0.4855116009712219
41,-0.4991683065891266
42,-0.4606896638870239
43,-0.48160406947135925
44,-0.4653315842151642
45,-0.4604548513889313
46,-0.4613618850708008
47,-0.4708491861820221
48,-0.46212857961654663
49,-0.47788411378860474
50,-0.4745778441429138
51,-0.4732421636581421
52,-0.47376754879951477
53,-0.4778653681278229
54,-0.47686347365379333
55,-0.47927790880203247
56,-0.4808238446712494
57,-0.49006766080856323
58,-0.4988974332809448
59,-0.5000513792037964
60,-0.49760451912879944
61,-0.49895796179771423
62,-0.5011267066001892
63,-0.49517399072647095
64,-0.5081208348274231
65,-0.5104605555534363
66,-0.5110610127449036
67,-0.5214527249336243
68,-0.5003974437713623
69,-0.4942224323749542
70,-0.49748724699020386
71,-0.4880025386810303
72,-0.49547749757766724
73,-0.4892647862434387
74,-0.4893978536128998
75,-0.48969677090644836
76,-0.49018457531929016
77,-0.49266132712364197
78,-0.4918086528778076
79,-0.4943786859512329
80,-0.5048636198043823
81,-0.49553781747817993
82,-0.49958857893943787
83,-0.5041999816894531
84,-0.5002343058586121
85,-0.5026207566261292
86,-0.49368754029273987
87,-0.47784602642059326
88,-0.47991958260536194
89,-0.48614779114723206
90,-0.4895709156990051
91,-0.5055767893791199
92,-0.5060200691223145
93,-0.4976236820220947
94,-0.500562846660614
95,-0.5045804977416992
96,-0.5051958560943604
97,-0.504180371761322
98,-0.4871661067008972
99,-0.5053855180740356
