Iteration,Loss
0,-0.12427838146686554
1,-0.12714070081710815
2,-0.13313081860542297
3,-0.1400410383939743
4,-0.14490720629692078
5,-0.14824748039245605
6,-0.15009529888629913
7,-0.15110857784748077
8,-0.15155938267707825
9,-0.15181370079517365
10,-0.15208595991134644
11,-0.15232808887958527
12,-0.1525903046131134
13,-0.15293583273887634
14,-0.15321466326713562
15,-0.15349507331848145
16,-0.1537429243326187
17,-0.15399949252605438
18,-0.1542382538318634
19,-0.15447476506233215
20,-0.15471979975700378
21,-0.15488703548908234
22,-0.15513446927070618
23,-0.15533261001110077
24,-0.15551751852035522
25,-0.15568584203720093
26,-0.15590232610702515
27,-0.15606968104839325
28,-0.15619772672653198
29,-0.15641827881336212
30,-0.15666915476322174
31,-0.15692253410816193
32,-0.15701235830783844
33,-0.15714417397975922
34,-0.1572512835264206
35,-0.15736563503742218
36,-0.1574665904045105
37,-0.15757232904434204
38,-0.15765395760536194
39,-0.15773692727088928
40,-0.1578289121389389
41,-0.15790341794490814
42,-0.15798160433769226
43,-0.15800520777702332
44,-0.15807855129241943
45,-0.15815185010433197
46,-0.1582150161266327
47,-0.1582823544740677
48,-0.1583309769630432
49,-0.15837940573692322
50,-0.1585468351840973
51,-0.15860572457313538
52,-0.15867644548416138
53,-0.15883100032806396
54,-0.15885823965072632
55,-0.15890781581401825
56,-0.15888263285160065
57,-0.1590213179588318
58,-0.15911705791950226
59,-0.15914826095104218
60,-0.1591971069574356
61,-0.1592606157064438
62,-0.15929585695266724
63,-0.1593514084815979
64,-0.15939967334270477
65,-0.15944766998291016
66,-0.15948493778705597
67,-0.15953128039836884
68,-0.15957367420196533
69,-0.1596548855304718
70,-0.15969523787498474
71,-0.15972900390625
72,-0.1597764939069748
73,-0.15980634093284607
74,-0.15985362231731415
75,-0.15989120304584503
76,-0.1599380373954773
77,-0.15998528897762299
78,-0.16002996265888214
79,-0.16008716821670532
80,-0.1601404994726181
81,-0.16020064055919647
82,-0.16024786233901978
83,-0.16030296683311462
84,-0.16036371886730194
85,-0.16039754450321198
86,-0.16043555736541748
87,-0.16049963235855103
88,-0.16058051586151123
89,-0.16071483492851257
90,-0.16084620356559753
91,-0.16098523139953613
92,-0.16120223701000214
93,-0.1614459753036499
94,-0.16176347434520721
95,-0.16203992068767548
96,-0.1622459590435028
97,-0.16237995028495789
98,-0.16249164938926697
99,-0.16259099543094635
