Iteration,Loss
0,-0.12248404324054718
1,-0.1352892369031906
2,-0.14290986955165863
3,-0.13949468731880188
4,-0.1178138479590416
5,-0.13805004954338074
6,-0.16607598960399628
7,-0.1465912163257599
8,-0.16111761331558228
9,-0.16787685453891754
10,-0.15830226242542267
11,-0.1782919317483902
12,-0.17925912141799927
13,-0.17081327736377716
14,-0.14583779871463776
15,-0.14098511636257172
16,-0.14491324126720428
17,-0.16124044358730316
18,-0.1400352567434311
19,-0.1511974185705185
20,-0.15521138906478882
21,-0.1639346033334732
22,-0.15387001633644104
23,-0.12010461837053299
24,-0.12251065671443939
25,-0.09644770622253418
26,-0.08780676126480103
27,-0.12581495940685272
28,-0.13797131180763245
29,-0.14950792491436005
30,-0.14889316260814667
31,-0.10780499875545502
32,-0.13470400869846344
33,-0.1353539377450943
34,-0.1320239156484604
35,-0.12930379807949066
36,-0.09793233871459961
37,-0.17002196609973907
38,-0.15362635254859924
39,-0.1357622742652893
40,-0.1367427110671997
41,-0.13813355565071106
42,-0.13935591280460358
43,-0.1401187926530838
44,-0.13995280861854553
45,-0.1420832872390747
46,-0.141922727227211
47,-0.1402583122253418
48,-0.14273647964000702
49,-0.1391790807247162
50,-0.14579074084758759
51,-0.14714117348194122
52,-0.14760558307170868
53,-0.1484210342168808
54,-0.14873439073562622
55,-0.14880728721618652
56,-0.14782319962978363
57,-0.14885248243808746
58,-0.1498611569404602
59,-0.15213565528392792
60,-0.1524360626935959
61,-0.15283650159835815
62,-0.15311159193515778
63,-0.1534966379404068
64,-0.15371264517307281
65,-0.15409554541110992
66,-0.15437808632850647
67,-0.15431305766105652
68,-0.15458402037620544
69,-0.15481215715408325
70,-0.15501825511455536
71,-0.15523134171962738
72,-0.15545706450939178
73,-0.15570078790187836
74,-0.1558505892753601
75,-0.15595795214176178
76,-0.1560600996017456
77,-0.15614581108093262
78,-0.15622805058956146
79,-0.1562921404838562
80,-0.15635256469249725
81,-0.15639522671699524
82,-0.15642227232456207
83,-0.15646305680274963
84,-0.1564982831478119
85,-0.15652477741241455
86,-0.1565457433462143
87,-0.15657737851142883
88,-0.15663336217403412
89,-0.15658162534236908
90,-0.15668253600597382
91,-0.15671929717063904
92,-0.15675006806850433
93,-0.15677642822265625
94,-0.1567983329296112
95,-0.15682213008403778
96,-0.15518629550933838
97,-0.15644101798534393
98,-0.1562231481075287
99,-0.15651002526283264
