Iteration,Loss
0,-0.1818321943283081
1,-0.18183381855487823
2,-0.18183672428131104
3,-0.18183976411819458
4,-0.18184266984462738
5,-0.18184532225131989
6,-0.18184827268123627
7,-0.18185105919837952
8,-0.1818532645702362
9,-0.18185573816299438
