Iteration,Loss
0,-0.13434842228889465
1,-0.13435761630535126
2,-0.13436709344387054
3,-0.13440729677677155
4,-0.134416863322258
5,-0.1344248354434967
6,-0.13443352282047272
7,-0.13444164395332336
8,-0.13444988429546356
9,-0.13445793092250824
10,-0.13446588814258575
11,-0.134489506483078
12,-0.1344977170228958
13,-0.13450579345226288
14,-0.13451415300369263
15,-0.13452164828777313
16,-0.13452932238578796
17,-0.13453532755374908
18,-0.13454324007034302
19,-0.1346103698015213
20,-0.1345888376235962
21,-0.13459709286689758
22,-0.1346060037612915
23,-0.1346147507429123
24,-0.13462357223033905
25,-0.13463249802589417
26,-0.1346418708562851
27,-0.13465142250061035
28,-0.1346614807844162
29,-0.13467200100421906
30,-0.13468198478221893
31,-0.13469263911247253
32,-0.13470324873924255
33,-0.13475476205348969
34,-0.13476741313934326
35,-0.13478021323680878
36,-0.13479308784008026
37,-0.13485707342624664
38,-0.13487188518047333
39,-0.13488797843456268
40,-0.13490675389766693
41,-0.13492357730865479
42,-0.13494159281253815
43,-0.13495948910713196
44,-0.13498294353485107
45,-0.1350020170211792
46,-0.1350211352109909
47,-0.13503797352313995
48,-0.1350947618484497
49,-0.1350746899843216
50,-0.13509315252304077
51,-0.13511113822460175
52,-0.1351294219493866
53,-0.13514749705791473
54,-0.135165736079216
55,-0.135183647274971
56,-0.13520146906375885
57,-0.13521969318389893
58,-0.13523834943771362
59,-0.13525909185409546
60,-0.1352710872888565
61,-0.13528986275196075
62,-0.1353086233139038
63,-0.13532666862010956
64,-0.13534364104270935
65,-0.1353607475757599
66,-0.13537739217281342
67,-0.13539376854896545
68,-0.1354096680879593
69,-0.13545340299606323
70,-0.13546834886074066
71,-0.13548247516155243
72,-0.1354915052652359
73,-0.13550391793251038
74,-0.13552376627922058
75,-0.13553467392921448
76,-0.13554613292217255
77,-0.13555720448493958
78,-0.13556824624538422
79,-0.13557809591293335
80,-0.13558822870254517
81,-0.13559812307357788
82,-0.1356077641248703
83,-0.13561752438545227
84,-0.13562637567520142
85,-0.13563549518585205
86,-0.13564544916152954
87,-0.13565470278263092
88,-0.13565905392169952
89,-0.13566812872886658
90,-0.13567830622196198
91,-0.13568855822086334
92,-0.13569897413253784
93,-0.13570868968963623
94,-0.13572067022323608
95,-0.13579697906970978
96,-0.1358090043067932
97,-0.13586924970149994
98,-0.13588400185108185
99,-0.1358904242515564
