Iteration,Loss
0,-0.24108152091503143
1,-0.24157360196113586
2,-0.2419634461402893
3,-0.24223530292510986
4,-0.24243900179862976
5,-0.24268487095832825
6,-0.24292607605457306
7,-0.24320575594902039
8,-0.24351949989795685
9,-0.24372100830078125
10,-0.24388720095157623
11,-0.244017094373703
12,-0.24414671957492828
13,-0.24427464604377747
14,-0.24439971148967743
15,-0.24453401565551758
16,-0.24469415843486786
17,-0.2448514997959137
18,-0.24505583941936493
19,-0.24531663954257965
20,-0.24563686549663544
21,-0.24608230590820312
22,-0.24640148878097534
23,-0.24667924642562866
24,-0.2468932867050171
25,-0.24704104661941528
26,-0.2472018599510193
27,-0.24733681976795197
28,-0.24745513498783112
29,-0.24757398664951324
30,-0.2476903349161148
31,-0.24780219793319702
32,-0.24791985750198364
33,-0.24802671372890472
34,-0.24813126027584076
35,-0.24818137288093567
36,-0.24825358390808105
37,-0.24833638966083527
38,-0.2484266608953476
39,-0.24851518869400024
40,-0.24859975278377533
41,-0.24868331849575043
42,-0.2487650066614151
43,-0.2488459199666977
44,-0.24891532957553864
45,-0.24898214638233185
46,-0.24906769394874573
47,-0.24914641678333282
48,-0.24922260642051697
49,-0.24930688738822937
50,-0.24939583241939545
51,-0.2494899034500122
52,-0.24959507584571838
53,-0.24971145391464233
54,-0.24985338747501373
55,-0.249947190284729
56,-0.25007638335227966
57,-0.25019803643226624
58,-0.2503117322921753
59,-0.25041165947914124
60,-0.25052475929260254
61,-0.25062835216522217
62,-0.2506978213787079
63,-0.2507978677749634
64,-0.25088778138160706
65,-0.25098055601119995
66,-0.2510659694671631
67,-0.251157283782959
68,-0.2512306272983551
69,-0.2513100802898407
70,-0.2513936758041382
71,-0.2514784336090088
72,-0.2515566647052765
73,-0.25162917375564575
74,-0.2517063617706299
75,-0.2517726421356201
76,-0.25183144211769104
77,-0.2518954575061798
78,-0.2519571781158447
79,-0.2520110309123993
80,-0.2520650327205658
81,-0.2521204948425293
82,-0.25217223167419434
83,-0.25221678614616394
84,-0.2522546350955963
85,-0.25230833888053894
86,-0.2523428499698639
87,-0.252381831407547
88,-0.2524048984050751
89,-0.2524268925189972
90,-0.2524636387825012
91,-0.2524985074996948
92,-0.2525319457054138
93,-0.2525644302368164
94,-0.2525954842567444
95,-0.2526211738586426
96,-0.2526491582393646
97,-0.2526871860027313
98,-0.2527044713497162
99,-0.25272929668426514
