start_x,start_y,depth,branch_length,angle,thickness,stiffness,damping,num_sub_branches,sub_branch_angle,sub_branch_length_ratio,actuation_start,ptype,Fitness,Generation
0.2840575121077672,0.5420594589058512,2,0.19540813911306237,2.455527507405123,0.00744037266446556,543.7119347753378,0.05038761854132012,3,1.4941128034423266,0.6057925573195277,0,1,-0.217843696475029,1
0.2804698435400023,0.4916841951364268,3,0.10286736852983415,2.1731326974555274,0.005822258511225059,576.373494410776,0.03272756507629353,4,1.249350286582227,0.659488860842844,0,1,-0.28168928623199463,1
0.2185730711033646,0.42914249444819874,3,0.16196962374465967,5.513634564800085,0.007061399334584028,570.4389885690841,0.03752576078034845,3,1.2997728315236319,0.6831419076406959,0,1,-0.2903498411178589,1
0.21025661622162004,0.46896772430125566,3,0.13114481122702176,6.2682642599338445,0.005514238186011135,476.3756054557109,0.04394212321585431,2,1.3305676971366724,0.6180888378463935,0,1,-0.3824290335178375,1
0.28315938041492916,0.4463521958481484,2,0.2630213357639485,4.344828591517015,0.008497451315273805,455.8994366486482,0.03393398077589816,3,1.0780958073929696,0.5482894308872439,0,1,-0.20840054750442505,1
0.21687381733455366,0.49566245288045285,2,0.10492506424465196,0.15957800049139506,0.008994724667916561,483.51778561159836,0.03648325879878102,3,1.1811910831606145,0.6318559416682228,0,1,-0.5081074237823486,1
0.2536380013795871,0.5721090814134694,3,0.2523035985083544,1.4155850025355081,0.0053526541853619256,498.36620870704223,0.036642738211387124,4,1.374753070968699,0.562374686807832,0,1,-0.3871496319770813,1
0.2982475249446084,0.5401227321366786,2,0.2980776811429661,1.1331853988569793,0.007126635877071156,458.6079254290634,0.06218298640551065,3,1.1878525935629718,0.6857468374946311,0,1,-1000,1
0.11999981901323281,0.5457593016843291,3,0.09874116116560121,1.9509984996973084,0.007919781319114439,509.9273866535692,0.06099490539567082,4,1.4513290541902104,0.531848341465429,0,1,-0.3684062659740448,1
0.24499299303606029,0.4973516146944132,5,0.06576951859720519,3.802051506244596,0.0053988472730203164,506.84257131929604,0.05608711554860729,5,0.7948933673465847,0.5774955108456774,0,1,-0.49714604020118713,1
0.24409873076870325,0.41840668927063346,2,0.20253594197753683,5.16140084414321,0.00969905399028248,580.7357014355765,0.03690678878081877,4,0.7896208714382504,0.6460870408342094,0,1,nan,1
0.2721081768172091,0.4478646217524294,5,0.05582948286194005,2.4693759894445435,0.009159096721682043,480.7374792467194,0.03246126572471454,5,1.3610395238495276,0.5237614762695604,0,1,-0.21958202123641968,1
0.2624293124871673,0.5035426605213281,5,0.10857222296503542,5.9665282782323334,0.006713602363871803,436.5307632071393,0.060070591832576146,4,1.4616853320566268,0.6811605755112057,0,1,-0.48317840695381165,1
0.20339007264817072,0.5250199507138069,5,0.050123256512326006,2.252381675838028,0.009188634270782578,523.5534892688701,0.05579575748585459,5,1.0009337820688038,0.5614977026480195,0,1,-0.08330930769443512,1
0.20286949343151303,0.48105472803786353,4,0.1664717427444662,1.3143855464799703,0.009698664637115785,515.0026906269753,0.06669993339839636,5,1.4051263528625544,0.516759169224547,0,1,-0.301531583070755,1
0.24423202835649535,0.4342022541658822,4,0.13154615851330304,0.9169087572278659,0.008908673886783555,476.01192836960513,0.05314616075255935,5,1.351999900542386,0.6206458631742349,0,1,-0.42353126406669617,1
0.2589822384272872,0.5598107431964956,2,0.12212600195510469,4.790149103052011,0.009253486533744814,409.96277580708045,0.06059991294710417,5,1.4808327211470946,0.5433382707314274,0,1,-0.6368550658226013,1
0.17485352803533005,0.4441577003089134,5,0.2174868145571247,0.8057266659274107,0.005518997363619817,429.9596346835145,0.04894704486479412,4,1.5465364840821951,0.607092070245011,0,1,-0.3167087733745575,1
0.13390583914314796,0.40593087225208724,2,0.25922579888541725,0.4121333009019848,0.008105556639134946,468.2374973509389,0.06307622821786146,2,1.0161102372150823,0.6128018076245948,0,1,-0.39878398180007935,1
0.17731585953580067,0.5923871340722744,3,0.12785344178451286,2.173448387877638,0.008708691734919446,574.2316593532566,0.059469749579536074,2,1.2536523698164617,0.547253574513569,0,1,-0.346312940120697,1
0.24409873076870325,0.41840668927063346,2,0.20253594197753683,5.16140084414321,0.00969905399028248,580.7357014355765,0.03690678878081877,4,0.7896208714382504,0.6460870408342094,0,1,nan,2
