Iteration,Loss
0,-0.4836489260196686
1,-0.4842638373374939
2,-0.48498547077178955
3,-0.48582422733306885
4,-0.486390620470047
5,-0.48699378967285156
6,-0.48763278126716614
7,-0.48842653632164
8,-0.4894276559352875
9,-0.49009886384010315
10,-0.4906739890575409
11,-0.49125543236732483
12,-0.49182432889938354
13,-0.49230992794036865
14,-0.49287328124046326
15,-0.49343255162239075
16,-0.49355676770210266
17,-0.4938616156578064
18,-0.49417489767074585
19,-0.49463316798210144
20,-0.4950487017631531
21,-0.4951121211051941
22,-0.49573278427124023
23,-0.4965512156486511
24,-0.4966081976890564
25,-0.4955857992172241
26,-0.4967102110385895
27,-0.49681463837623596
28,-0.4971568286418915
29,-0.4973132610321045
30,-0.4975323975086212
31,-0.497723251581192
32,-0.49795329570770264
33,-0.49811941385269165
34,-0.4982302486896515
35,-0.49839189648628235
36,-0.4978938102722168
37,-0.49805426597595215
38,-0.4981674551963806
39,-0.4983556270599365
40,-0.4984768331050873
41,-0.4986341893672943
42,-0.4987967908382416
43,-0.4989517033100128
44,-0.4990352392196655
45,-0.49920180439949036
46,-0.4993942379951477
47,-0.4995731711387634
48,-0.4996850788593292
49,-0.5002869367599487
50,-0.5004164576530457
51,-0.5005733370780945
52,-0.5007261633872986
53,-0.5008549094200134
54,-0.5009812712669373
55,-0.5010766983032227
56,-0.5013383626937866
57,-0.5015037655830383
58,-0.5015993714332581
59,-0.5017393827438354
60,-0.5018492341041565
61,-0.5019420385360718
62,-0.5020142793655396
63,-0.5020951628684998
64,-0.5022218823432922
65,-0.5022962093353271
66,-0.5023735761642456
67,-0.502444863319397
68,-0.5025256872177124
69,-0.5026035308837891
70,-0.5026797652244568
71,-0.5027583241462708
72,-0.502836287021637
73,-0.5029137134552002
74,-0.5029890537261963
75,-0.5030661225318909
76,-0.5031614303588867
77,-0.5032463669776917
78,-0.5033456683158875
79,-0.5034850835800171
80,-0.503624439239502
81,-0.5038519501686096
82,-0.5040779113769531
83,-0.5042864680290222
84,-0.5044577121734619
85,-0.5047287940979004
86,-0.5047956705093384
87,-0.5050472021102905
88,-0.5052044987678528
89,-0.5054068565368652
90,-0.5055733323097229
91,-0.5056867003440857
92,-0.5058032870292664
93,-0.505908191204071
94,-0.5060182213783264
95,-0.5061347484588623
96,-0.5062332153320312
97,-0.5063468813896179
98,-0.5064587593078613
99,-0.5065625309944153
